"Site","Date.Set","Time.Set","Date.Collected","Time.Collected","Survey","Frass.mass..mg.","Frass.number","Notes"
"Botanical Garden","7/15/2016","9:05","7/19/2016","9:17","5D",0,0,"lots of fluff in the middle that probably contained frass"
"Botanical Garden","7/15/2016","8:54","7/19/2016","9:35","6C",1.2,5,"rained a lot over the weekend; lots of fluff in the center."
"Botanical Garden","7/15/2016","9:36","7/19/2016","8:36","2B",2.9,3,"rained a lot over the weekend; lots of fluff in the center."
"Botanical Garden","7/15/2016","8:28","7/19/2016","9:57","8E",5.3,14,"rained a lot over the weekend; lots of fluff in the center."
"Botanical Garden","7/15/2016",NA,"7/19/2016",NA,"5A",NA,NA,"frass trap overturned, filter paper torn up. unusable"
"Botanical Garden","7/15/2016"," NA","7/19/2016",NA,"6D",NA,NA,"frass trap overturned, filter paper torn up. unusable"
"Botanical Garden","7/19/2016","9:37","7/22/2016","8:40","6D",8.6,13,""
"Botanical Garden","7/19/2016","9:00","7/22/2016","9:01","4E",8.1,7,""
"Botanical Garden","7/19/2016","8:57","7/22/2016","9:09","3E",3.8,12,""
"Botanical Garden","7/19/2016","8:38","7/22/2016","9:19","2B",5.4,13,""
"Botanical Garden","7/19/2016","8:21","7/22/2016","9:25","1C",7.7,15,""
"Botanical Garden","7/19/2016","9:45","7/22/2016","8:30","7B",5.4,22,""
"Botanical Garden","7/19/2016","9:20","7/22/2016","8:51","5D",5.3,11,""
"Botanical Garden","7/19/2016","9:58","7/22/2016","8:20","8C",15.6,13,"1 large cylindrical frass"
"Botanical Garden","7/19/2016","10:02","7/22/2016","8:19","8D",6.5,6,""
"Botanical Garden","7/19/2016","9:35","7/22/2016","8:39","6C",11.7,11,"1 large cylindrical frass"
"Botanical Garden","7/19/2016","9:47","7/22/2016","8:29","7A",12.7,34,""
"Botanical Garden","7/19/2016","9:16","7/22/2016","8:48","5A",4.9,9,"tilted at a 45 degree angle"
"Botanical Garden","7/19/2016","9:04","7/22/2016","9:00","4D",4.3,5,""
"Botanical Garden","7/19/2016","8:52","7/22/2016","9:06","3A",2.9,17,""
"Botanical Garden","7/19/2016","8:41","7/22/2016","9:14","2C",13.7,31,""
"Botanical Garden","7/19/2016","8:24","7/22/2016","9:24","1B",4.9,14,""
"Botanical Garden","5/15/2017","11:33","5/18/2017","8:35","1C",2.1,9,""
"Botanical Garden","5/15/2017","10:59","5/18/2017","9:11","3E",2.5,4,""
"Botanical Garden","5/15/2017","10:32","5/18/2017","9:35","5A",0.5,3,""
"Botanical Garden","5/15/2017","11:30","5/18/2017","8:38","1B",2.8,5,""
"Botanical Garden","5/15/2017","10:41","5/18/2017","9:22","4E",0.4,1,""
"Botanical Garden","5/15/2017","9:39","5/18/2017","10:20","8E",1.9,5,""
"Botanical Garden","5/15/2017","9:48","5/18/2017","10:15","8C",0.1,3,""
"Botanical Garden","5/15/2017","10:10","5/18/2017","9:51","6C",7.8,4,""
"Botanical Garden","5/15/2017","10:47","5/18/2017","9:25","4D",0.7,5,""
"Botanical Garden","5/15/2017","11:18","5/18/2017","8:53","2B",0.1,2,""
"Botanical Garden","5/15/2017","11:02","5/18/2017","9:07","3A",2.2,6,""
"Botanical Garden","5/15/2017","11:14","5/18/2017","8:58","2C",0.6,1,""
"Botanical Garden","5/15/2017","10:02","5/18/2017","10:05","7C",1.1,6,""
"Botanical Garden","5/15/2017","10:26","5/18/2017","9:38","5D",1.2,4,""
"Botanical Garden","5/15/2017","10:16","5/18/2017","9:54","6D",1.4,3,""
"Botanical Garden","5/15/2017","10:04","5/18/2017","10:03","7B",1.7,7,""
"Botanical Garden","5/18/2017","10:05","5/22/2017","9:41","7B",0.1,3,"Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight"
"Botanical Garden","5/18/2017","10:17","5/22/2017","9:30","8C",0.8,3,"Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight"
"Botanical Garden","5/18/2017","9:37","5/22/2017","10:06","5A",1.2,3,"Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight"
"Botanical Garden","5/18/2017","9:53","5/22/2017","9:52","6C",0.7,5,"Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight"
"Botanical Garden","5/18/2017","9:40","5/22/2017","10:07","5D",2.5,4,"Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight"
"Botanical Garden","5/18/2017","10:07","5/22/2017","9:40","7C",2.9,5,"Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight"
"Botanical Garden","5/18/2017","9:10","5/22/2017","10:33","3A",0.1,1,"Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight"
"Botanical Garden","5/18/2017","9:56","5/22/2017","9:54","6D",5.5,6,"Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight, was tipped over in storm"
"Botanical Garden","5/18/2017","9:13","5/22/2017","10:34","3E",0.5,1,"Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight"
"Botanical Garden","5/18/2017","9:24","5/22/2017","10:20","4E",3.3,5,"Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight"
"Botanical Garden","5/18/2017","9:26","5/22/2017","10:19","4D",1,5,"Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight"
"Botanical Garden","5/18/2017","9:00","5/22/2017","10:52","2C",0.9,3,"Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight"
"Botanical Garden","5/18/2017","8:40","5/22/2017","11:08","1B",0.1,2,"Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight"
"Botanical Garden","5/18/2017","8:56","5/22/2017","10:51","2B",2,4,"Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight"
"Botanical Garden","5/18/2017","8:37","5/22/2017","11:07","1C",2.3,3,"Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight"
"Botanical Garden","5/18/2017","10:23","5/22/2017","9:31","8E",1,3,"Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight"
"Botanical Garden","5/25/2017","10:10","5/29/2017","10:19","8D",4.2,5,""
"Botanical Garden","5/25/2017","9:59","5/29/2017","9:58","7B",1.5,4,""
"Botanical Garden","5/25/2017","8:50","5/29/2017","8:47","2C",3.1,5,""
"Botanical Garden","5/25/2017","9:17","5/29/2017","9:17","4D",0.8,2,""
"Botanical Garden","5/25/2017","9:27","5/29/2017","9:29","5A",2.6,7,""
"Botanical Garden","5/25/2017","9:02","5/29/2017","9:03","3E",1.3,4,""
"Botanical Garden","5/25/2017","9:16","5/29/2017","9:15","4E",16.6,5,""
"Botanical Garden","5/25/2017","8:48","5/29/2017","8:45","1B",1.1,4,""
"Botanical Garden","5/25/2017","8:35","5/29/2017","8:30","1C",1,4,""
"Botanical Garden","5/25/2017","9:29","5/29/2017","9:31","5D",1.9,4,""
"Botanical Garden","5/25/2017","9:44","5/29/2017","9:45","6D",2.9,4,"Filter paper had a line of tears/holes measuring the length of the radius of the circle starting from the center point"
"Botanical Garden","5/25/2017","9:42","5/29/2017","9:43","6C",7.8,3,""
"Botanical Garden","5/25/2017","10:08","5/29/2017","10:15","8C",5.2,5,""
"Botanical Garden","5/29/2017","8:47","6/1/2017","10:10","2B",1.4,3,"Filter paper damp, put under lamps for 1 hour"
"Botanical Garden","5/29/2017","8:32","6/1/2017","10:26","1C",4.1,5,"Filter paper damp, put under lamps for 1 hour"
"Botanical Garden","5/29/2017","8:34","6/1/2017","10:32","1B",2.4,5,"Filter paper damp, put under lamps for 1 hour"
"Botanical Garden","5/29/2017","9:02","6/1/2017","9:53","3A",0,0,"Filter paper damp, put under lamps for 1 hour"
"Botanical Garden","5/29/2017","9:05","6/1/2017","9:55","3E",0.3,3,"Filter paper damp, put under lamps for 1 hour"
"Botanical Garden","5/29/2017","8:48","6/1/2017","10:13","2C",1.5,5,"Filter paper damp, put under lamps for 1 hour"
"Botanical Garden","5/29/2017","9:16","6/1/2017","9:42","4E",0.1,3,"Filter paper damp, put under lamps for 1 hour"
"Botanical Garden","5/29/2017","10:18","6/1/2017","8:46","8C",1.9,6,"Filter paper damp, put under lamps for 1 hour"
"Botanical Garden","5/29/2017","9:18","6/1/2017","9:45","4D",0.8,7,"Filter paper damp, put under lamps for 1 hour"
"Botanical Garden","5/29/2017","9:46","6/1/2017","9:18","6D",4.5,10,"Filter paper damp, put under lamps for 1 hour"
"Botanical Garden","5/29/2017","10:20","6/1/2017","8:48","8D",1.8,3,"Filter paper damp, put under lamps for 1 hour"
"Botanical Garden","5/29/2017","9:59","6/1/2017","9:07","7B",0.3,7,"Filter paper damp, put under lamps for 1 hour"
"Botanical Garden","5/29/2017","9:32","6/1/2017","9:30","5D",3.2,2,"Filter paper damp, put under lamps for 1 hour; One piece of frass made up all of the measurable mass, the other contributed a trace amount to the mass"
"Botanical Garden","5/29/2017","9:30","6/1/2017","9:27","5A",2.9,5,"Filter paper damp, put under lamps for 1 hour"
"Botanical Garden","5/29/2017","9:56","6/1/2017","9:05","7C",0.1,7,"Filter paper damp, put under lamps for 1 hour"
"Botanical Garden","5/29/2017","9:43","6/1/2017","9:16","6C",1.9,9,"Filter paper damp, put under lamps for 1 hour"
"Botanical Garden","6/1/2017","9:18","6/5/2017","9:17","6D",2.1,2,"Filter paper wet, put under lamps for 4.5 hours"
"Botanical Garden","6/1/2017","9:31","6/5/2017","9:17","5D",0.7,3,"Filter paper wet, put under lamps for 4.5 hours"
"Botanical Garden","6/1/2017","9:09","6/5/2017","9:12","7C",2.2,5,"Filter paper wet, put under lamps for 4.5 hours"
"Botanical Garden","6/1/2017","9:56","6/5/2017","9:27","3E",0.4,2,"Filter paper wet, put under lamps for 4.5 hours"
"Botanical Garden","6/1/2017","9:43","6/5/2017","9:22","4E",1.4,4,"Filter paper wet, put under lamps for 4.5 hours"
"Botanical Garden","6/1/2017","9:54","6/5/2017","9:26","3A",1.2,4,"Filter paper wet, put under lamps for 4.5 hours"
"Botanical Garden","6/1/2017","10:11","6/5/2017","9:23","2B",3,3,"Filter paper wet, put under lamps for 4.5 hours"
"Botanical Garden","6/1/2017","9:17","6/5/2017","9:16","6C",0.2,2,"Filter paper wet, put under lamps for 4.5 hours"
"Botanical Garden","6/1/2017","10:27","6/5/2017","9:27","1C",6,12,"Filter paper wet, put under lamps for 4.5 hours"
"Botanical Garden","6/1/2017","10:14","6/5/2017","9:24","2C",3.1,6,"Filter paper wet, put under lamps for 4.5 hours"
"Botanical Garden","6/1/2017","8:48","6/5/2017","9:12","8D",8.2,8,"Filter paper wet, put under lamps for 4.5 hours"
"Botanical Garden","6/1/2017","9:10","6/5/2017","9:13","7B",2.2,2,"Filter paper wet, put under lamps for 4.5 hours"
"Botanical Garden","6/1/2017","9:46","6/5/2017","9:22","4D",0.2,3,"Filter paper wet, put under lamps for 4.5 hours"
"Botanical Garden","6/1/2017","9:28","6/5/2017","9:16","5A",0.6,2,"Filter paper wet, put under lamps for 4.5 hours"
"Botanical Garden","6/1/2017","8:46","6/5/2017","9:11","8C",3.1,3,"Filter paper wet, put under lamps for 4.5 hours"
"Botanical Garden","6/1/2017",NA,"6/5/2017",NA,"1B",NA,NA,"filter paper was out of the funnel"
"Botanical Garden","6/8/2017","9:29","6/12/2017","8:58","6C",2.6,6,""
"Botanical Garden","6/8/2017","9:32","6/12/2017","9:00","6D",5.7,23,""
"Botanical Garden","6/8/2017","9:22","6/12/2017","9:20","5D",0.9,4,""
"Botanical Garden","6/8/2017","9:06","6/12/2017","9:42","4E",3.5,8,""
"Botanical Garden","6/8/2017","8:45","6/12/2017","10:22","2B",9.7,10,""
"Botanical Garden","6/8/2017","9:16","6/12/2017","9:15","4E",8.4,19,""
"Botanical Garden","6/8/2017","8:36","6/12/2017","10:41","1C",3.7,25,""
"Botanical Garden","6/8/2017","9:53","6/12/2017","8:20","8D",7.7,8,""
"Botanical Garden","6/8/2017","8:41","6/12/2017","10:43","1B",17.6,15,""
"Botanical Garden","6/8/2017","8:57","6/12/2017","9:58","3A",6.2,14,""
"Botanical Garden","6/8/2017","9:09","6/12/2017","9:44","4D",2.1,11,""
"Botanical Garden","6/8/2017","9:46","6/12/2017","8:34","7C",6.8,18,""
"Botanical Garden","6/8/2017","9:48","6/12/2017","8:36","7B",3.1,11,""
"Botanical Garden","6/8/2017",NA,"6/12/2017",NA,"8C",NA,NA,"no filter paper had been put out"
"Botanical Garden","6/8/2017",NA,"6/12/2017",NA,"5A",NA,NA,"filter paper was out of the funnel"
"Botanical Garden","6/8/2017",NA,"6/12/2017",NA,"3E",NA,NA,"filter paper was out of the funnel"
"Botanical Garden","6/12/2017","10:42","6/15/2017","8:26","1C",3.9,19,""
"Botanical Garden","6/12/2017","8:35","6/15/2017","9:36","7C",15.9,36,""
"Botanical Garden","6/12/2017","10:44","6/15/2017","8:28","1B",7.8,12,""
"Botanical Garden","6/12/2017","8:18","6/15/2017","9:52","8C",3.1,9,""
"Botanical Garden","6/12/2017","10:23","6/15/2017","8:40","2B",5.2,3,"One long cylindrical frass"
"Botanical Garden","6/12/2017","10:02","6/15/2017","8:54","3E",19.1,6,"2 long cylindrical frass"
"Botanical Garden","6/12/2017","10:25","6/15/2017","8:42","2C",8.1,16,""
"Botanical Garden","6/12/2017","9:01","6/15/2017","9:28","6D",159.2,52,""
"Botanical Garden","6/12/2017","10","6/15/2017","8:51","3A",13.9,12,""
"Botanical Garden","6/12/2017","9:43","6/15/2017","9:05","4E",4.2,10,""
"Botanical Garden","6/12/2017","9:21","6/15/2017","9:18","5D",3.3,19,""
"Botanical Garden","6/12/2017","9:45","6/15/2017","9:07","4D",1.2,4,""
"Botanical Garden","6/12/2017","8:37","6/15/2017","9:38","7B",11.6,11,""
"Botanical Garden","6/12/2017","8:21","6/15/2017","9:54","8D",14.4,8,""
"Botanical Garden","6/12/2017","8:59","6/15/2017","9:26","6C",18.8,30,""
"Botanical Garden","6/12/2017","9:18","6/15/2017","9:16","5A",78.1,25,"1 very large long frass"
"Botanical Garden","6/15/2017","8:52","6/19/2017","9:33","3A",1.5,9,"Filter paper wet, put under lamps for 4 hours; two 5 mm holes around center of filter paper"
"Botanical Garden","6/15/2017","9:53","6/19/2017","8:29","8C",4.8,11,"Filter paper wet, put under lamps for 4 hours; a lot of dark brown powdery material in filter paper, could be destroyed frass"
"Botanical Garden","6/15/2017","8:27","6/19/2017","10:01","1C",16,21,"Filter paper wet, put under lamps for 4 hours; one piece of frass appeared to be a mass of many smaller frass pieces, but is counted as one"
"Botanical Garden","6/15/2017","9:55","6/19/2017","8:31","8D",7,8,"Filter paper wet, put under lamps for 4 hours"
"Botanical Garden","6/15/2017","9:37","6/19/2017","8:41","7C",1.5,11,"Filter paper wet, put under lamps for 4 hours"
"Botanical Garden","6/15/2017","9:29","6/19/2017","8:57","6D",4.3,20,"Filter paper wet, put under lamps for 4 hours; edge folded over"
"Botanical Garden","6/15/2017","8:29","6/19/2017","10:05","1B",5.8,9,"Filter paper wet, put under lamps for 4 hours; edges torn and folded"
"Botanical Garden","6/15/2017","9:27","6/19/2017","8:52","6C",5.8,20,"Filter paper wet, put under lamps for 4 hours"
"Botanical Garden","6/15/2017","9:17","6/19/2017","9:08","5A",8.5,6,"Filter paper wet, put under lamps for 4 hours; edge folded over"
"Botanical Garden","6/15/2017","9:19","6/19/2017","9:10","5D",9.7,35,"Filter paper wet, put under lamps for 4 hours"
"Botanical Garden","6/15/2017","9:06","6/19/2017","9:21","4E",1.3,4,"Filter paper wet, put under lamps for 4 hours"
"Botanical Garden","6/15/2017","9:39","6/19/2017","8:45","7B",13.2,11,"Filter paper wet, put under lamps for 4 hours"
"Botanical Garden","6/15/2017","8:55","6/19/2017","9:36","3E",1.9,10,"Filter paper wet, put under lamps for 4 hours"
"Botanical Garden","6/15/2017","8:43","6/19/2017","9:50","2C",3.9,19,"Filter paper wet, put under lamps for 4 hours"
"Botanical Garden","6/15/2017","8:41","6/19/2017","9:47","2B",15.1,13,"Filter paper wet, put under lamps for 4 hours; small hole (2 mm) just outside center of paper"
