RecordID	Date	Stateroutestop	Station	SurvType	TreeSpecies	LeafArea_pixels	RefArea_pixels	MeasuredFrom	RefType	RefArea_cm2	SpatialUncertainty	Notes	DataEntry
2634.00	6/9/2012 0:00:00	6303117.00	3B	V	FAGR	24927.00	12931.00	photo	rect	19.35	1		EJS
2635.00	6/9/2012 0:00:00	6303117.00	3C	H	FAGR	39690.00	16793.00	photo	rect	19.35	1		EJS
2636.00	6/9/2012 0:00:00	6303117.00	3C	L	FAGR	27652.00	14302.00	photo	rect	19.35	1		EJS
2637.00	6/9/2012 0:00:00	6303117.00	3C	V	RHMA	33853.00	12134.00	photo	rect	19.35	1		EJS
2638.00	6/9/2012 0:00:00	6303117.00	3D	V	HAVI	34374.00	12182.00	photo	rect	19.35	1		EJS
2639.00	6/9/2012 0:00:00	6303117.00	3E	V	FAGR	66775.00	26899.00	photo	rect	19.35	1		EJS
2640.00	6/9/2012 0:00:00	6303117.00	3F	H	FAGR	28229.00	14069.00	photo	rect	19.35	1		EJS
2641.00	6/9/2012 0:00:00	6303117.00	3F	L	FAGR	25458.00	13008.00	photo	rect	19.35	1		EJS
2642.00	6/9/2012 0:00:00	6303117.00	3F	V	FAGR	43914.00	17926.00	photo	rect	19.35	1		EJS
2643.00	6/9/2012 0:00:00	6303117.00	4A	V	RHMA	38940.00	11350.00	photo	rect	19.35	1		EJS
2644.00	6/9/2012 0:00:00	6303117.00	4B	V	RHMA	39747.00	11366.00	photo	rect	19.35	1		EJS
2645.00	6/9/2012 0:00:00	6303117.00	4B	H	HAVI	35754.00	12580.00	photo	rect	19.35	1		EJS
2646.00	6/9/2012 0:00:00	6303117.00	4B	L	RHMA	38447.00	11611.00	photo	rect	19.35	1		EJS
2647.00	6/9/2012 0:00:00	6303117.00	4C	V	KALA	12010.00	14484.00	photo	rect	19.35	1		EJS
2648.00	6/9/2012 0:00:00	6303117.00	4D	H	NYSY	19408.00	13854.00	photo	rect	19.35	1		EJS
2649.00	6/9/2012 0:00:00	6303117.00	4D	L	RHMA	50365.00	12495.00	photo	rect	19.35	1		EJS
2650.00	6/9/2012 0:00:00	6303117.00	4D	V	KALA	8401.00	12227.00	photo	rect	19.35	1		EJS
2651.00	6/9/2012 0:00:00	6303117.00	4E	V	RHMA	41849.00	13081.00	photo	rect	19.35	1		EJS
2652.00	6/9/2012 0:00:00	6303117.00	5A	V	RHMA	34357.00	13803.00	photo	rect	19.35	1		EJS
2653.00	6/9/2012 0:00:00	6303117.00	5B	H	RHMA	47064.00	13586.00	photo	rect	19.35	1		EJS
2654.00	6/9/2012 0:00:00	6303117.00	5B	L	RHMA	49513.00	14212.00	photo	rect	19.35	1		EJS
2655.00	6/9/2012 0:00:00	6303117.00	5B	V	RHMA	47594.00	12751.00	photo	rect	19.35	1		EJS
2656.00	6/9/2012 0:00:00	6303117.00	5C	V	RHMA	38920.00	11448.00	photo	rect	19.35	1		EJS
2657.00	6/9/2012 0:00:00	6303117.00	5D	H	ACRU	25020.00	12189.00	photo	rect	19.35	1		EJS
2658.00	6/9/2012 0:00:00	6303117.00	5D	L	HAVI	48415.00	13661.00	photo	rect	19.35	1		EJS
2659.00	6/9/2012 0:00:00	6303117.00	5D	V	RHMA	45150.00	12770.00	photo	rect	19.35	999	duplicate, pic 11	EJS
2660.00	6/9/2012 0:00:00	6303117.00	5E	V	RHMA	34211.00	11926.00	photo	rect	19.35	999	labeled 5D-V, pic 38	EJS
2661.00	6/9/2012 0:00:00	8204219.00	1A	V	SAAL	70708.00	19965.00	photo	rect	19.35	1		EJS
2662.00	6/9/2012 0:00:00	8204219.00	1B	V	RHMA	51901.00	16922.00	photo	rect	19.35	1		EJS
2663.00	6/9/2012 0:00:00	8204219.00	1B	H	RHMA	67666.00	29452.00	photo	rect	19.35	1		EJS
2664.00	6/9/2012 0:00:00	8204219.00	1B	L	RHMA	90332.00	23628.00	photo	rect	19.35	1		EJS
2665.00	6/9/2012 0:00:00	8204219.00	1C	V	RHMA	90821.00	20875.00	photo	rect	19.35	1		EJS
2666.00	6/9/2012 0:00:00	8204219.00	1D	H	RHMA	67098.00	22352.00	photo	rect	19.35	1		EJS
2667.00	6/9/2012 0:00:00	8204219.00	1D	L	RHMA	68567.00	15151.00	photo	rect	19.35	1		EJS
2668.00	6/9/2012 0:00:00	8204219.00	1D	V	RHMA	50703.00	12543.00	photo	rect	19.35	1		EJS
2669.00	6/9/2012 0:00:00	8204219.00	1E	V	RHMA	65932.00	21717.00	photo	rect	19.35	1		EJS
2670.00	6/9/2012 0:00:00	8204219.00	2A	V	RHMA	81549.00	18285.00	photo	rect	19.35	1		EJS
2671.00	6/9/2012 0:00:00	8204219.00	2B	H	NYSY	84002.00	17328.00	photo	rect	19.35	1		EJS
2672.00	6/9/2012 0:00:00	8204219.00	2B	L	RHMA	81842.00	18644.00	photo	rect	19.35	1		EJS
2673.00	6/9/2012 0:00:00	8204219.00	2B	V	RHMA	78179.00	22018.00	photo	rect	19.35	1		EJS
2674.00	6/9/2012 0:00:00	8204219.00	2C	V	RHMA	51410.00	10365.00	photo	rect	19.35	1		EJS
2675.00	6/9/2012 0:00:00	8204219.00	2D	H	OXAR	60458.00	29876.00	photo	rect	19.35	1		EJS
2676.00	6/9/2012 0:00:00	8204219.00	2D	L	RHMA	66608.00	21888.00	photo	rect	19.35	1		EJS
2677.00	6/9/2012 0:00:00	8204219.00	2D	V	RHMA	104503.00	17016.00	photo	rect	19.35	1		EJS
2678.00	6/9/2012 0:00:00	8204219.00	2E	V	ACPE	152239.00	19520.00	photo	rect	19.35	1		EJS
2679.00	6/9/2012 0:00:00	8204219.00	3A	V	RHMA	42596.00	9714.00	photo	rect	19.35	1		EJS
2680.00	6/9/2012 0:00:00	8204219.00	3B	V	RHMA	51204.00	10378.00	photo	rect	19.35	1		EJS
2681.00	6/9/2012 0:00:00	8204219.00	3C	L	RHMA	74807.00	25209.00	photo	rect	19.35	1		EJS
2682.00	6/9/2012 0:00:00	8204219.00	3C	V	RHMA	43634.00	13319.00	photo	rect	19.35	1		EJS
2683.00	6/9/2012 0:00:00	8204219.00	3C	H							999	missing photo	
2684.00	6/9/2012 0:00:00	8204219.00	3D	V	MAFR	112134.00	7812.00	photo	rect	19.35	1		EJS
2685.00	6/9/2012 0:00:00	8204219.00	3E	V	RHMA	54470.00	10031.00	photo	rect	19.35	1		EJS
2686.00	6/9/2012 0:00:00	8204219.00	3F	H	OXAR	112788.00	39202.00	photo	rect	19.35	1		EJS
2687.00	6/9/2012 0:00:00	8204219.00	3F	L	RHMA	76155.00	21930.00	photo	rect	19.35	1		EJS
2688.00	6/9/2012 0:00:00	8204219.00	3F	V	RHMA	44836.00	8701.00	photo	rect	19.35	1		EJS
2689.00	6/9/2012 0:00:00	8204219.00	4A	V	RHMA	46594.00	10930.00	photo	rect	19.35	1		EJS
2690.00	6/9/2012 0:00:00	8204219.00	4B	V	RHMA	30223.00	13343.00	photo	rect	19.35	1		EJS
2691.00	6/9/2012 0:00:00	8204219.00	4B	H	RHMA	68675.00	31710.00	photo	rect	19.35	1		EJS
2692.00	6/9/2012 0:00:00	8204219.00	4B	L	RHMA	61538.00	20000.00	photo	rect	19.35	1		EJS
2693.00	6/9/2012 0:00:00	8204219.00	4C	V	RHMA	48351.00	12337.00	photo	rect	19.35	1		EJS
2694.00	6/9/2012 0:00:00	8204219.00	4D	H	OXAR	108890.00	30198.00	photo	rect	19.35	1		EJS
2695.00	6/9/2012 0:00:00	8204219.00	4D	L	RHMA	63562.00	20916.00	photo	rect	19.35	1		EJS
2696.00	6/9/2012 0:00:00	8204219.00	4D	V	RHMA	42128.00	9043.00	photo	rect	19.35	1		EJS
2697.00	6/9/2012 0:00:00	8204219.00	4E	V	RHMA	52464.00	12692.00	photo	rect	19.35	1		EJS
2698.00	6/9/2012 0:00:00	8204219.00	5A	V	OXAR	37267.00	14098.00	photo	rect	19.35	1		EJS
2699.00	6/9/2012 0:00:00	8204219.00	5B	H	ACPE	71503.00	13802.00	photo	rect	19.35	1		EJS
2700.00	6/9/2012 0:00:00	8204219.00	5B	L	RHMA	82390.00	22008.00	photo	rect	19.35	1		EJS
2701.00	6/9/2012 0:00:00	8204219.00	5B	V	RHMA	66080.00	15765.00	photo	rect	19.35	1		EJS
2702.00	6/9/2012 0:00:00	8204219.00	5C	V	BELE	46614.00	19152.00	photo	rect	19.35	1		EJS
2703.00	6/9/2012 0:00:00	8204219.00	5D	H	LITU	118421.00	16892.00	photo	rect	19.35	1		EJS
2704.00	6/9/2012 0:00:00	8204219.00	5D	L	BELE	39661.00	29550.00	photo	rect	19.35	1		EJS
2705.00	6/9/2012 0:00:00	8204219.00	5D	V	RHMA	42001.00	11749.00	photo	rect	19.35	1		EJS
2706.00	6/9/2012 0:00:00	8204219.00	5E	V	RHMA	42158.00	12200.00	photo	rect	19.35	1		EJS
2707.00	6/10/2012 0:00:00	6390909.00	1A	V	NYSY	54200.00	25072.00	photo	rect	19.35	1		EJS
2708.00	6/10/2012 0:00:00	6390909.00	1B	V	ACRU	55803.00	21742.00	photo	rect	19.35	1		EJS
2709.00	6/10/2012 0:00:00	6390909.00	1B	H	ACRU	56978.00	20678.00	photo	rect	19.35	1		EJS
2710.00	6/10/2012 0:00:00	6390909.00	1B	L	KALA	29340.00	33564.00	photo	rect	19.35	1		EJS
2711.00	6/10/2012 0:00:00	6390909.00	1C	V	NYSY	44320.00	29242.00	photo	rect	19.35	1		EJS
2712.00	6/10/2012 0:00:00	6390909.00	1D	H	CARY	56779.00	24211.00	photo	rect	19.35	1		EJS
2713.00	6/10/2012 0:00:00	6390909.00	1D	L	NYSY	49106.00	22544.00	photo	rect	19.35	1		EJS
2714.00	6/10/2012 0:00:00	6390909.00	1D	V	CARYA	41162.00	21794.00	photo	rect	19.35	1		EJS
2715.00	6/10/2012 0:00:00	6390909.00	1E	V	GUSP	71728.00	19154.00	photo	rect	19.35	1		EJS
2716.00	6/10/2012 0:00:00	6390909.00	2A	V	KALA	25653.00	24868.00	photo	rect	19.35	1		EJS
2717.00	6/10/2012 0:00:00	6390909.00	2B	H	NYSY	49613.00	25645.00	photo	rect	19.35	999	labeled 2B-L, pic 18	EJS
2718.00	6/10/2012 0:00:00	6390909.00	2B	L	OXAR	49516.00	17240.00	photo	rect	19.35	999	duplicate, pic 12	EJS
2719.00	6/10/2012 0:00:00	6390909.00	2B	V	KALA	19035.00	20843.00	photo	rect	19.35	1		EJS
2720.00	6/10/2012 0:00:00	6390909.00	2C	V	NYSY	35910.00	22411.00	photo	rect	19.35	1		EJS
2721.00	6/10/2012 0:00:00	6390909.00	2D	H	OXAR	62553.00	25586.00	photo	rect	19.35	1		EJS
2722.00	6/10/2012 0:00:00	6390909.00	2D	L	QURU	37377.00	27359.00	photo	rect	19.35	1		EJS
2723.00	6/10/2012 0:00:00	6390909.00	2D	V	KALA	23047.00	20314.00	photo	rect	19.35	1		EJS
2724.00	6/10/2012 0:00:00	6390909.00	2D	L	QURU	76805.00	18434.00	photo	rect	19.35	1		EJS
2725.00	6/10/2012 0:00:00	6390909.00	2E	V	OXAR	31242.00	13503.00	photo	rect	19.35	1		EJS
2726.00	6/10/2012 0:00:00	6390909.00	3A	V	AEFL	23376.00	21177.00	photo	rect	19.35	1		EJS
2727.00	6/10/2012 0:00:00	6390909.00	3B	V	KALA	12985.00	14788.00	photo	rect	19.35	1		EJS
2728.00	6/10/2012 0:00:00	6390909.00	3C	H	OXAR	38285.00	12371.00	photo	rect	19.35	1		EJS
2729.00	6/10/2012 0:00:00	6390909.00	3C	L	OXAR	59992.00	26917.00	photo	rect	19.35	1		EJS
2730.00	6/10/2012 0:00:00	6390909.00	3C	V	KALA	10303.00	14081.00	photo	rect	19.35	1		EJS
2731.00	6/10/2012 0:00:00	6390909.00	3D	V	NYSY	27502.00	12488.00	photo	rect	19.35	1		EJS
2732.00	6/10/2012 0:00:00	6390909.00	3E	V	RHMA	42274.00	12006.00	photo	rect	19.35	1		EJS
2733.00	6/10/2012 0:00:00	6390909.00	3F	L	RHMA	45299.00	10533.00	photo	rect	19.35	1		EJS
2734.00	6/10/2012 0:00:00	6390909.00	3F	V	KALA	15269.00	28576.00	photo	rect	19.35	1		EJS
2735.00	6/10/2012 0:00:00	6390909.00	3F	H							999	missing photo	
2736.00	6/10/2012 0:00:00	6390909.00	4A	V							999	missing photo	
2737.00	6/10/2012 0:00:00	6390909.00	4B	V	KALA	15338.00	18371.00	photo	rect	19.35	1		EJS
2738.00	6/10/2012 0:00:00	6390909.00	4B	H	QUSP	60196.00	9688.00	photo	rect	19.35	1		EJS
2739.00	6/10/2012 0:00:00	6390909.00	4B	L	OXAR	48260.00	24849.00	photo	rect	19.35	1		EJS
2740.00	6/10/2012 0:00:00	6390909.00	4C	V	KALA	8763.00	14598.00	photo	rect	19.35	1		EJS
2741.00	6/10/2012 0:00:00	6390909.00	4D	H	NYSY	55760.00	17717.00	photo	rect	19.35	1		EJS
2742.00	6/10/2012 0:00:00	6390909.00	4D	L	QUSP	73500.00	12356.00	photo	rect	19.35	1		EJS
2743.00	6/10/2012 0:00:00	6390909.00	4D	V	NYSY	28610.00	21501.00	photo	rect	19.35	1		EJS
2744.00	6/10/2012 0:00:00	6390909.00	4E	V	OXAR	42463.00	17133.00	photo	rect	19.35	1		EJS
2745.00	6/10/2012 0:00:00	6390909.00	5A	V	NYSY	36382.00	16915.00	photo	rect	19.35	1		EJS
2746.00	6/10/2012 0:00:00	6390909.00	5B	H	NYSY	47750.00	22007.00	photo	rect	19.35	1		EJS
2747.00	6/10/2012 0:00:00	6390909.00	5B	L	KALA	22143.00	22018.00	photo	rect	19.35	1		EJS
2748.00	6/10/2012 0:00:00	6390909.00	5B	V	KALA	11243.00	15867.00	photo	rect	19.35	1		EJS
2749.00	6/10/2012 0:00:00	6390909.00	5C	V	RHMA	40196.00	11245.00	photo	rect	19.35	1		EJS
2750.00	6/10/2012 0:00:00	6390909.00	5D	H	ACRU	54009.00	20197.00	photo	rect	19.35	1		EJS
2751.00	6/10/2012 0:00:00	6390909.00	5D	L	OXAR	52833.00	23770.00	photo	rect	19.35	1		EJS
2752.00	6/10/2012 0:00:00	6390909.00	5D	V	ACRU	34520.00	13369.00	photo	rect	19.35	1		EJS
2753.00	6/10/2012 0:00:00	6390909.00	5E	V	OXAR	32091.00	23381.00	photo	rect	19.35	1		EJS
2754.00	6/10/2012 0:00:00	6390944.00	1A	V	KALA	22337.00	23842.00	photo	rect	19.35	1		EJS
2755.00	6/10/2012 0:00:00	6390944.00	1B	V	NYSY	16527.00	9866.00	photo	rect	19.35	1		SJ
2756.00	6/10/2012 0:00:00	6390944.00	1B	H	HAVI	85405.00	18290.00	photo	rect	19.35	1		EJS
2757.00	6/10/2012 0:00:00	6390944.00	1B	L	NYSY	35584.00	19557.00	photo	rect	19.35	1		EJS
2758.00	6/10/2012 0:00:00	6390944.00	1C	V	KALA	19054.00	26271.00	photo	rect	19.35	1		EJS
2759.00	6/10/2012 0:00:00	6390944.00	1D	H	NYSY	60335.00	22287.00	photo	rect	19.35	1		EJS
2760.00	6/10/2012 0:00:00	6390944.00	1D	L	OXAR	42060.00	21496.00	photo	rect	19.35	1		EJS
2761.00	6/10/2012 0:00:00	6390944.00	1D	V	KALA	30901.00	24925.00	photo	rect	19.35	1		EJS
2762.00	6/10/2012 0:00:00	6390944.00	1E	V	OXAR	62497.00	26220.00	photo	rect	19.35	1		EJS
2763.00	6/10/2012 0:00:00	6390944.00	2A	V	ACRU	63837.00	20049.00	photo	rect	19.35	1		EJS
2764.00	6/10/2012 0:00:00	6390944.00	2B	H	ACRU	47847.00	18840.00	photo	rect	19.35	1		EJS
2765.00	6/10/2012 0:00:00	6390944.00	2B	L	KALA	27382.00	24825.00	photo	rect	19.35	1		EJS
2766.00	6/10/2012 0:00:00	6390944.00	2B	V	KALA	11728.00	9872.00	photo	rect	19.35	1		SJ
2767.00	6/10/2012 0:00:00	6390944.00	2C	V	KALA	21131.00	21930.00	photo	rect	19.35	1		EJS
2768.00	6/10/2012 0:00:00	6390944.00	2D	H	ACRU	67270.00	23009.00	photo	rect	19.35	1		EJS
2769.00	6/10/2012 0:00:00	6390944.00	2D	L	OXAR	43812.00	24072.00	photo	rect	19.35	1		EJS
2770.00	6/10/2012 0:00:00	6390944.00	2D	V	RHMA	24025.00	6048.00	photo	rect	19.35	999	listed as 5DV, pic 44	SJ
2771.00	6/10/2012 0:00:00	6390944.00	2E	V	ACPE	82715.00	13400.00	photo	rect	19.35	1		EJS
2772.00	6/10/2012 0:00:00	6390944.00	3A	V	ILMO	23507.00	20894.00	photo	rect	19.35	1		SJ
2773.00	6/10/2012 0:00:00	6390944.00	3B	V	KALA	18057.00	28384.00	photo	rect	19.35	1		EJS
2774.00	6/10/2012 0:00:00	6390944.00	3C	H	COFL	51832.00	19844.00	photo	rect	19.35	1		EJS
2775.00	6/10/2012 0:00:00	6390944.00	3C	L	ILAM	38710.00	22188.00	photo	rect	19.35	1		EJS
2776.00	6/10/2012 0:00:00	6390944.00	3C	V	KALA	24630.00	26591.00	photo	rect	19.35	1		EJS
2777.00	6/10/2012 0:00:00	6390944.00	3D	V	RHMA	52988.00	16800.00	photo	rect	19.35	1		EJS
2778.00	6/10/2012 0:00:00	6390944.00	3E	V	RHMA	41393.00	8531.00	photo	rect	19.35	1		SJ
2779.00	6/10/2012 0:00:00	6390944.00	3F	H	FAGR	38887.00	21125.00	photo	rect	19.35	1		EJS
2780.00	6/10/2012 0:00:00	6390944.00	3F	L	RHMA	70154.00	14040.00	photo	rect	19.35	1		EJS
2781.00	6/10/2012 0:00:00	6390944.00	3F	V	FAGR	46852.00	18223.00	photo	rect	19.35	1		SJ
2782.00	6/10/2012 0:00:00	6390944.00	4A	V	RHMA	61992.00	17237.00	photo	rect	19.35	1		EJS
2783.00	6/10/2012 0:00:00	6390944.00	4B	V	RHMA	68987.00	21523.00	photo	rect	19.35	1		EJS
2784.00	6/10/2012 0:00:00	6390944.00	4B	H	ACRU	50657.00	14008.00	photo	rect	19.35	1		EJS
2785.00	6/10/2012 0:00:00	6390944.00	4B	L	RHMA	58149.00	14768.00	photo	rect	19.35	1		EJS
2786.00	6/10/2012 0:00:00	6390944.00	4C	V	FAGR	32530.00	10648.00	photo	rect	19.35	1		SJ
2787.00	6/10/2012 0:00:00	6390944.00	4D	H	NYSY	55464.00	18997.00	photo	rect	19.35	1		EJS
2788.00	6/10/2012 0:00:00	6390944.00	4D	L	OXAR	47597.00	24985.00	photo	rect	19.35	1		EJS
2789.00	6/10/2012 0:00:00	6390944.00	4D	V	OXAR	29086.00	12328.00	photo	rect	19.35	1		SJ
2790.00	6/10/2012 0:00:00	6390944.00	4E	V	ACSA	24383.00	8259.00	photo	rect	19.35	1		SJ
2791.00	6/10/2012 0:00:00	6390944.00	5A	V	KALA	14063.00	11354.00	photo	rect	19.35	1		SJ
2792.00	6/10/2012 0:00:00	6390944.00	5B	H	NYSY	55623.00	17050.00	photo	rect	19.35	1		EJS
2793.00	6/10/2012 0:00:00	6390944.00	5B	L	NYSY	46066.00	27115.00	photo	rect	19.35	1		EJS
2794.00	6/10/2012 0:00:00	6390944.00	5B	V	KALA	32350.00	31204.00	photo	rect	19.35	1		EJS
2795.00	6/10/2012 0:00:00	6390944.00	5C	V	RHMA	58641.00	16390.00	photo	rect	19.35	1		EJS
2796.00	6/10/2012 0:00:00	6390944.00	5D	H	ACRU	54295.00	19344.00	photo	rect	19.35	1		EJS
2797.00	6/10/2012 0:00:00	6390944.00	5D	L	RHMA	49282.00	11250.00	photo	rect	19.35	1		EJS
2798.00	6/10/2012 0:00:00	6390944.00	5D	V	ACRU	73299.00	20375.00	photo	rect	19.35	999	duplicate, pic	EJS
2799.00	6/10/2012 0:00:00	6390944.00	5E	V	FAGR	64620.00	25641.00	photo	rect	19.35	1		EJS
2800.00	6/11/2012 0:00:00	8892025.00	1A	V	RHMA	59361.00	19185.00	photo	rect	19.35	1		EJS
2801.00	6/11/2012 0:00:00	8892025.00	1B	V	RHMA	54344.00	16817.00	photo	rect	19.35	1		EJS
2802.00	6/11/2012 0:00:00	8892025.00	1B	H	BEAL	71797.00	27901.00	photo	rect	19.35	1		EJS
2803.00	6/11/2012 0:00:00	8892025.00	1B	L	RHMA	53740.00	18167.00	photo	rect	19.35	1		EJS
2804.00	6/11/2012 0:00:00	8892025.00	1C	V	BEAL	52001.00	23069.00	photo	rect	19.35	1		EJS
2805.00	6/11/2012 0:00:00	8892025.00	1D	H	FAGR	52851.00	18366.00	photo	rect	19.35	1		EJS
2806.00	6/11/2012 0:00:00	8892025.00	1D	L	FAGR	80821.00	28708.00	photo	rect	19.35	1		EJS
2807.00	6/11/2012 0:00:00	8892025.00	1D	V	ACPE	110114.00	12934.00	photo	rect	19.35	1		EJS
2808.00	6/11/2012 0:00:00	8892025.00	1E	V	RHMA	60785.00	15840.00	photo	rect	19.35	1		EJS
2809.00	6/11/2012 0:00:00	8892025.00	2A	V	FAGR	32993.00	20242.00	photo	rect	19.35	1		EJS
2810.00	6/11/2012 0:00:00	8892025.00	2B	H	ACSA	78273.00	18319.00	photo	rect	19.35	1		EJS
2811.00	6/11/2012 0:00:00	8892025.00	2B	L	FLAV	45550.00	17798.00	photo	rect	19.35	1		EJS
2812.00	6/11/2012 0:00:00	8892025.00	2B	V	FLAV	47544.00	14594.00	photo	rect	19.35	1		EJS
2813.00	6/11/2012 0:00:00	8892025.00	2C	V	FAGR	47441.00	25603.00	photo	rect	19.35	1		EJS
2814.00	6/11/2012 0:00:00	8892025.00	2D	H	ACSA	62621.00	16832.00	photo	rect	19.35	1		EJS
2815.00	6/11/2012 0:00:00	8892025.00	2D	L	FLAV	61673.00	21377.00	photo	rect	19.35	1		EJS
2816.00	6/11/2012 0:00:00	8892025.00	2D	V	FAGR	57954.00	22373.00	photo	rect	19.35	1		EJS
2817.00	6/11/2012 0:00:00	8892025.00	2E	V	ACSA	79865.00	24810.00	photo	rect	19.35	1		EJS
2818.00	6/11/2012 0:00:00	8892025.00	3A	V	RHMA	55327.00	13919.00	photo	rect	19.35	999	duplicate, pic 43	EJS
2819.00	6/11/2012 0:00:00	8892025.00	3B	V	RHMA	34684.00	9911.00	photo	rect	19.35	1		EJS
2820.00	6/11/2012 0:00:00	8892025.00	3C	H	MAFR	86708.00	9486.00	photo	rect	19.35	1		EJS
2821.00	6/11/2012 0:00:00	8892025.00	3C	L	RHMA	49781.00	16977.00	photo	rect	19.35	1		EJS
2822.00	6/11/2012 0:00:00	8892025.00	3C	V	RHMA	60339.00	16385.00	photo	rect	19.35	999	labeled 3A-V, pic 44	EJS
2823.00	6/11/2012 0:00:00	8892025.00	3D	V	RHMA	41966.00	11084.00	photo	rect	19.35	1		EJS
2824.00	6/11/2012 0:00:00	8892025.00	3E	V	FAGR	71610.00	21120.00	photo	rect	19.35	1		EJS
2825.00	6/11/2012 0:00:00	8892025.00	3F	H	FAGR	60389.00	18705.00	photo	rect	19.35	1		EJS
2826.00	6/11/2012 0:00:00	8892025.00	3F	L	FAGR	33832.00	16098.00	photo	rect	19.35	1		EJS
2827.00	6/11/2012 0:00:00	8892025.00	3F	V	FAGR	26656.00	7634.00	photo	rect	19.35	1		EJS
2828.00	6/11/2012 0:00:00	8892025.00	4A	V	RHMA	57652.00	10895.00	photo	rect	19.35	1		EJS
2829.00	6/11/2012 0:00:00	8892025.00	4B	V	QURU	85724.00	15948.00	photo	rect	19.35	1		EJS
2830.00	6/11/2012 0:00:00	8892025.00	4B	H	BEAL	65300.00	20515.00	photo	rect	19.35	1		EJS
2831.00	6/11/2012 0:00:00	8892025.00	4B	L	QURU	85737.00	15501.00	photo	rect	19.35	1		EJS
2832.00	6/11/2012 0:00:00	8892025.00	4C	V	RHMA	58308.00	16581.00	photo	rect	19.35	1		EJS
2833.00	6/11/2012 0:00:00	8892025.00	4D	H	BEAL	67339.00	27862.00	photo	rect	19.35	1		EJS
2834.00	6/11/2012 0:00:00	8892025.00	4D	L	RHMA	45372.00	14163.00	photo	rect	19.35	1		EJS
2835.00	6/11/2012 0:00:00	8892025.00	4D	V	RHMA	48357.00	14414.00	photo	rect	19.35	1		EJS
2836.00	6/11/2012 0:00:00	8892025.00	4E	V	LITU	91974.00	13285.00	photo	rect	19.35	1		EJS
2837.00	6/11/2012 0:00:00	8892025.00	5A	V	FLAV	61266.00	20618.00	photo	rect	19.35	1		EJS
2838.00	6/11/2012 0:00:00	8892025.00	5B	H	ACSA	75458.00	16583.00	photo	rect	19.35	1		EJS
2839.00	6/11/2012 0:00:00	8892025.00	5B	L	ACSA	66740.00	21057.00	photo	rect	19.35	1		EJS
2840.00	6/11/2012 0:00:00	8892025.00	5B	V	FAGR	51683.00	23986.00	photo	rect	19.35	1		EJS
2841.00	6/11/2012 0:00:00	8892025.00	5C	V	FAGR	70471.00	28180.00	photo	rect	19.35	1		EJS
2842.00	6/11/2012 0:00:00	8892025.00	5D	H	BEAL	64562.00	28444.00	photo	rect	19.35	1		EJS
2843.00	6/11/2012 0:00:00	8892025.00	5D	L	BEAL	50391.00	24483.00	photo	rect	19.35	1		EJS
2844.00	6/11/2012 0:00:00	8892025.00	5D	V	RHMA	50841.00	15127.00	photo	rect	19.35	1		EJS
2845.00	6/11/2012 0:00:00	8892025.00	5E	V	FAGR	55547.00	20501.00	photo	rect	19.35	1		EJS
2846.00	6/11/2012 0:00:00	8892036.00	1A	V	CADE	48583.00	11674.00	photo	rect	19.35	1		EJS
2847.00	6/11/2012 0:00:00	8892036.00	1B	V	HAVI	38875.00	9251.00	photo	rect	19.35	1		EJS
2848.00	6/11/2012 0:00:00	8892036.00	1B	H	AMAR	16813.00	13986.00	photo	rect	19.35	1		EJS
2849.00	6/11/2012 0:00:00	8892036.00	1B	L	HAVI	37034.00	13792.00	photo	rect	19.35	1		EJS
2850.00	6/11/2012 0:00:00	8892036.00	1C	V	HAVI	45879.00	17424.00	photo	rect	19.35	1		EJS
2851.00	6/11/2012 0:00:00	8892036.00	1D	H	HAVI	49382.00	12096.00	photo	rect	19.35	1		EJS
2852.00	6/11/2012 0:00:00	8892036.00	1D	L	RHMA	34925.00	15112.00	photo	rect	19.35	1		EJS
2853.00	6/11/2012 0:00:00	8892036.00	1D	V	RHMA	50516.00	11686.00	photo	rect	19.35	1		EJS
2854.00	6/11/2012 0:00:00	8892036.00	1E	V	RHMA	52160.00	12099.00	photo	rect	19.35	1		EJS
2855.00	6/11/2012 0:00:00	8892036.00	2A	V	ACPE	97715.00	9488.00	photo	rect	19.35	1		EJS
2856.00	6/11/2012 0:00:00	8892036.00	2B	H	ACSA	70206.00	12398.00	photo	rect	19.35	1		EJS
2857.00	6/11/2012 0:00:00	8892036.00	2B	L	ACPE	70955.00	11376.00	photo	rect	19.35	1		EJS
2858.00	6/11/2012 0:00:00	8892036.00	2B	V	ACPE	103843.00	8305.00	photo	rect	19.35	1		EJS
2859.00	6/11/2012 0:00:00	8892036.00	2C	V	ACPE	83099.00	10658.00	photo	rect	19.35	1		EJS
2860.00	6/11/2012 0:00:00	8892036.00	2D	H	ACRU	29457.00	10353.00	photo	rect	19.35	1		EJS
2861.00	6/11/2012 0:00:00	8892036.00	2D	L	ACPE	78046.00	7243.00	photo	rect	19.35	1		EJS
2862.00	6/11/2012 0:00:00	8892036.00	2D	V	ACPE	98361.00	10460.00	photo	rect	19.35	1		EJS
2863.00	6/11/2012 0:00:00	8892036.00	2E	V	ACPE	74586.00	11683.00	photo	rect	19.35	1		EJS
2864.00	6/11/2012 0:00:00	8892036.00	3A	V	RHMA	21072.00	5232.00	photo	rect	19.35	1		EJS
